"","ADR","species","tag","month","year","tissue","stage","conc","method","biomass_kg","season","increment","wood"
"1431","3112","ACRU","105","September",2014,"stem","4cm",10.5,"total",30.2,"autumn","3-4","diff"
"1432","3113","ACRU","112","September",2014,"stem","4cm",11.8,"total",38.8,"autumn","3-4","diff"
"1433","3114","ACRU","120","September",2014,"stem","4cm",12.8,"total",41.1,"autumn","3-4","diff"
"1434","3115","ACRU","124","September",2014,"stem","4cm",12.6,"total",32.3,"autumn","3-4","diff"
"1435","3116","BEPA","106","September",2014,"stem","4cm",15,"total",25.1,"autumn","3-4","diff"
"1436","3117","BEPA","110","September",2014,"stem","4cm",9.5,"total",56.4,"autumn","3-4","diff"
"1437","3118","BEPA","113","September",2014,"stem","4cm",6.6,"total",33.4,"autumn","3-4","diff"
"1453","3134","ACRU","102","November",2014,"stem","1cm",48.5,"total",69.1,"autumn","0-1","diff"
"1454","3135","ACRU","103","November",2014,"stem","1cm",22.7,"total",36.6,"autumn","0-1","diff"
"1455","3136","ACRU","105","November",2014,"stem","1cm",159.6,"total",43.3,"autumn","0-1","diff"
"1456","3137","ACRU","112","November",2014,"stem","1cm",152.8,"total",52.8,"autumn","0-1","diff"
"1457","3138","ACRU","120","November",2014,"stem","1cm",155.8,"total",55.2,"autumn","0-1","diff"
"1458","3139","ACRU","124","November",2014,"stem","1cm",145.7,"total",45.7,"autumn","0-1","diff"
"1459","3140","BEPA","106","November",2014,"stem","1cm",134.3,"total",37.7,"autumn","0-1","diff"
"1460","3141","BEPA","110","November",2014,"stem","1cm",137.5,"total",71.7,"autumn","0-1","diff"
"1461","3142","BEPA","113","November",2014,"stem","1cm",117.1,"total",46.8,"autumn","0-1","diff"
"1477","3158","ACRU","102","November",2014,"stem","2cm",39.6,"total",64,"autumn","1-2","diff"
"1478","3159","ACRU","103","November",2014,"stem","2cm",10.3,"total",32.3,"autumn","1-2","diff"
"1479","3160","ACRU","105","November",2014,"stem","2cm",19,"total",38.8,"autumn","1-2","diff"
"1480","3161","ACRU","112","November",2014,"stem","2cm",26,"total",48,"autumn","1-2","diff"
"1481","3162","ACRU","120","November",2014,"stem","2cm",10.1,"total",50.4,"autumn","1-2","diff"
"1482","3163","ACRU","124","November",2014,"stem","2cm",27.5,"total",41.1,"autumn","1-2","diff"
"1483","3164","BEPA","106","November",2014,"stem","2cm",13.6,"total",33.4,"autumn","1-2","diff"
"1484","3165","BEPA","110","November",2014,"stem","2cm",8.2,"total",66.5,"autumn","1-2","diff"
"1485","3166","BEPA","113","November",2014,"stem","2cm",11.8,"total",42.2,"autumn","1-2","diff"
"1501","3182","ACRU","102","November",2014,"stem","3cm",19.5,"total",58.9,"autumn","2-3","diff"
"1502","3183","ACRU","103","November",2014,"stem","3cm",8.7,"total",28.1,"autumn","2-3","diff"
"1503","3184","ACRU","105","November",2014,"stem","3cm",14.5,"total",34.4,"autumn","2-3","diff"
"1504","3185","ACRU","112","November",2014,"stem","3cm",15.5,"total",43.3,"autumn","2-3","diff"
"1505","3186","ACRU","120","November",2014,"stem","3cm",17.2,"total",45.7,"autumn","2-3","diff"
"1506","3187","ACRU","124","November",2014,"stem","3cm",14.5,"total",36.6,"autumn","2-3","diff"
"1507","3188","BEPA","106","November",2014,"stem","3cm",7.9,"total",29.2,"autumn","2-3","diff"
"1508","3189","BEPA","110","November",2014,"stem","3cm",5.5,"total",61.4,"autumn","2-3","diff"
"1509","3190","BEPA","113","November",2014,"stem","3cm",9.6,"total",37.7,"autumn","2-3","diff"
"1525","3206","ACRU","102","November",2014,"stem","4cm",18.7,"total",54,"autumn","3-4","diff"
"1526","3207","ACRU","103","November",2014,"stem","4cm",10.5,"total",24.1,"autumn","3-4","diff"
"1527","3208","ACRU","105","November",2014,"stem","4cm",12.9,"total",30.2,"autumn","3-4","diff"
"1528","3209","ACRU","112","November",2014,"stem","4cm",10.3,"total",38.8,"autumn","3-4","diff"
"1529","3210","ACRU","120","November",2014,"stem","4cm",11.9,"total",41.1,"autumn","3-4","diff"
"1530","3211","ACRU","124","November",2014,"stem","4cm",16.9,"total",32.3,"autumn","3-4","diff"
"1531","3212","BEPA","106","November",2014,"stem","4cm",7.4,"total",25.1,"autumn","3-4","diff"
"1532","3213","BEPA","110","November",2014,"stem","4cm",4.7,"total",56.4,"autumn","3-4","diff"
"1533","3214","BEPA","113","November",2014,"stem","4cm",4,"total",33.4,"autumn","3-4","diff"
"1549","3230","ACRU","102","January",2014,"stem","3cm",49.5,"total",58.9,"winter","2-3","diff"
"1550","3231","ACRU","103","January",2014,"stem","3cm",31.9,"total",28.1,"winter","2-3","diff"
"1551","3232","ACRU","105","January",2014,"stem","3cm",38.8,"total",34.4,"winter","2-3","diff"
"1552","3233","ACRU","112","January",2014,"stem","3cm",32.7,"total",43.3,"winter","2-3","diff"
"1553","3234","ACRU","120","January",2014,"stem","3cm",25.7,"total",45.7,"winter","2-3","diff"
"1554","3235","ACRU","124","January",2014,"stem","3cm",25.7,"total",36.6,"winter","2-3","diff"
"1555","3236","BEPA","106","January",2014,"stem","3cm",19.9,"total",29.2,"winter","2-3","diff"
"1556","3237","BEPA","110","January",2014,"stem","3cm",24.6,"total",61.4,"winter","2-3","diff"
"1557","3238","BEPA","113","January",2014,"stem","3cm",22.2,"total",37.7,"winter","2-3","diff"
"1573","3254","ACRU","102","January",2014,"stem","4cm",42.1,"total",54,"winter","3-4","diff"
"1574","3255","ACRU","103","January",2014,"stem","4cm",21.5,"total",24.1,"winter","3-4","diff"
"1575","3256","ACRU","105","January",2014,"stem","4cm",25.4,"total",30.2,"winter","3-4","diff"
"1576","3257","ACRU","112","January",2014,"stem","4cm",21.4,"total",38.8,"winter","3-4","diff"
"1577","3258","ACRU","120","January",2014,"stem","4cm",25.3,"total",41.1,"winter","3-4","diff"
"1578","3259","ACRU","124","January",2014,"stem","4cm",19.5,"total",32.3,"winter","3-4","diff"
"1579","3260","BEPA","106","January",2014,"stem","4cm",12.5,"total",25.1,"winter","3-4","diff"
"1580","3261","BEPA","110","January",2014,"stem","4cm",17.8,"total",56.4,"winter","3-4","diff"
"1581","3262","BEPA","113","January",2014,"stem","4cm",18,"total",33.4,"winter","3-4","diff"
"1597","3278","ACRU","102","April",2014,"stem","3cm",24.1,"total",58.9,"spring","2-3","diff"
"1598","3279","ACRU","103","April",2014,"stem","3cm",12.2,"total",28.1,"spring","2-3","diff"
"1599","3280","ACRU","105","April",2014,"stem","3cm",10.8,"total",34.4,"spring","2-3","diff"
"1600","3281","ACRU","112","April",2014,"stem","3cm",14.3,"total",43.3,"spring","2-3","diff"
"1601","3282","ACRU","120","April",2014,"stem","3cm",15.2,"total",45.7,"spring","2-3","diff"
"1602","3283","ACRU","124","April",2014,"stem","3cm",14.2,"total",36.6,"spring","2-3","diff"
"1603","3284","BEPA","106","April",2014,"stem","3cm",7.4,"total",29.2,"spring","2-3","diff"
"1604","3285","BEPA","110","April",2014,"stem","3cm",8.9,"total",61.4,"spring","2-3","diff"
"1605","3286","BEPA","113","April",2014,"stem","3cm",10.8,"total",37.7,"spring","2-3","diff"
"1621","3302","ACRU","102","April",2014,"stem","4cm",21.9,"total",54,"spring","3-4","diff"
"1622","3303","ACRU","103","April",2014,"stem","4cm",13.8,"total",24.1,"spring","3-4","diff"
"1623","3304","ACRU","105","April",2014,"stem","4cm",11.7,"total",30.2,"spring","3-4","diff"
"1624","3305","ACRU","112","April",2014,"stem","4cm",11.9,"total",38.8,"spring","3-4","diff"
"1625","3306","ACRU","120","April",2014,"stem","4cm",18.4,"total",41.1,"spring","3-4","diff"
"1626","3307","ACRU","124","April",2014,"stem","4cm",11.8,"total",32.3,"spring","3-4","diff"
"1627","3308","BEPA","106","April",2014,"stem","4cm",9.4,"total",25.1,"spring","3-4","diff"
"1628","3309","BEPA","110","April",2014,"stem","4cm",9.7,"total",56.4,"spring","3-4","diff"
"1629","3310","BEPA","113","April",2014,"stem","4cm",9.2,"total",33.4,"spring","3-4","diff"
"1645","3326","ACRU","102","August",2014,"stem","3cm",8.6,"total",58.9,"summer","2-3","diff"
"1646","3327","ACRU","103","August",2014,"stem","3cm",6.9,"total",28.1,"summer","2-3","diff"
"1647","3328","ACRU","105","August",2014,"stem","3cm",11,"total",34.4,"summer","2-3","diff"
"1648","3329","ACRU","112","August",2014,"stem","3cm",12.7,"total",43.3,"summer","2-3","diff"
"1649","3330","ACRU","120","August",2014,"stem","3cm",8.4,"total",45.7,"summer","2-3","diff"
"1650","3331","ACRU","124","August",2014,"stem","3cm",10.9,"total",36.6,"summer","2-3","diff"
"1651","3332","BEPA","106","August",2014,"stem","3cm",4,"total",29.2,"summer","2-3","diff"
"1652","3333","BEPA","110","August",2014,"stem","3cm",5.1,"total",61.4,"summer","2-3","diff"
"1653","3334","BEPA","113","August",2014,"stem","3cm",6.1,"total",37.7,"summer","2-3","diff"
"1669","3350","ACRU","102","August",2014,"stem","4cm",12.7,"total",54,"summer","3-4","diff"
"1670","3351","ACRU","103","August",2014,"stem","4cm",4.6,"total",24.1,"summer","3-4","diff"
"1671","3352","ACRU","105","August",2014,"stem","4cm",6.3,"total",30.2,"summer","3-4","diff"
"1672","3353","ACRU","112","August",2014,"stem","4cm",7.2,"total",38.8,"summer","3-4","diff"
"1673","3354","ACRU","120","August",2014,"stem","4cm",7.3,"total",41.1,"summer","3-4","diff"
"1674","3355","ACRU","124","August",2014,"stem","4cm",7.7,"total",32.3,"summer","3-4","diff"
"1675","3356","BEPA","106","August",2014,"stem","4cm",7,"total",25.1,"summer","3-4","diff"
"1676","3357","BEPA","110","August",2014,"stem","4cm",8.8,"total",56.4,"summer","3-4","diff"
"1677","3358","BEPA","113","August",2014,"stem","4cm",5.9,"total",33.4,"summer","3-4","diff"
"1693","3374","ACRU","102","October",2014,"stem","3cm",11.9,"total",58.9,"autumn","2-3","diff"
"1694","3375","ACRU","103","October",2014,"stem","3cm",8.7,"total",28.1,"autumn","2-3","diff"
"1695","3376","ACRU","105","October",2014,"stem","3cm",7.3,"total",34.4,"autumn","2-3","diff"
"1696","3377","ACRU","112","October",2014,"stem","3cm",9.4,"total",43.3,"autumn","2-3","diff"
"1697","3378","ACRU","120","October",2014,"stem","3cm",7.4,"total",45.7,"autumn","2-3","diff"
"1698","3379","ACRU","124","October",2014,"stem","3cm",11.8,"total",36.6,"autumn","2-3","diff"
"1699","3380","BEPA","106","October",2014,"stem","3cm",4.3,"total",29.2,"autumn","2-3","diff"
"1700","3381","BEPA","110","October",2014,"stem","3cm",6.7,"total",61.4,"autumn","2-3","diff"
"1701","3382","BEPA","113","October",2014,"stem","3cm",3.6,"total",37.7,"autumn","2-3","diff"
"1717","3398","ACRU","102","October",2014,"stem","4cm",10.6,"total",54,"autumn","3-4","diff"
"1718","3399","ACRU","103","October",2014,"stem","4cm",6.9,"total",24.1,"autumn","3-4","diff"
"1719","3400","ACRU","105","October",2014,"stem","4cm",7.8,"total",30.2,"autumn","3-4","diff"
"1720","3401","ACRU","112","October",2014,"stem","4cm",2.9,"total",38.8,"autumn","3-4","diff"
"1721","3402","ACRU","120","October",2014,"stem","4cm",3.9,"total",41.1,"autumn","3-4","diff"
"1722","3403","ACRU","124","October",2014,"stem","4cm",8.4,"total",32.3,"autumn","3-4","diff"
"1723","3404","BEPA","106","October",2014,"stem","4cm",2.6,"total",25.1,"autumn","3-4","diff"
"1724","3405","BEPA","110","October",2014,"stem","4cm",4.4,"total",56.4,"autumn","3-4","diff"
"1725","3406","BEPA","113","October",2014,"stem","4cm",2,"total",33.4,"autumn","3-4","diff"
"1765","4279","ACRU","102","June",2014,"stem","4-8cm",17,"total",169.1,"summer","4-8","diff"
"1766","4280","ACRU","103","June",2014,"stem","4-8cm",11.1,"total",60.2,"summer","4-8","diff"
"1767","4281","ACRU","105","June",2014,"stem","4-8cm",4.8,"total",81.7,"summer","4-8","diff"
"1768","4282","ACRU","112","June",2014,"stem","4-8cm",5.9,"total",112.9,"summer","4-8","diff"
"1769","4283","ACRU","120","June",2014,"stem","4-8cm",5.5,"total",121.2,"summer","4-8","diff"
"1770","4284","ACRU","124","June",2014,"stem","4-8cm",11.6,"total",89.2,"summer","4-8","diff"
"1771","4285","ACRU","102","October",2014,"stem","4-8cm",21.6,"total",169.1,"autumn","4-8","diff"
"1772","4286","ACRU","103","October",2014,"stem","4-8cm",11.8,"total",60.2,"autumn","4-8","diff"
"1773","4287","ACRU","105","October",2014,"stem","4-8cm",9.8,"total",81.7,"autumn","4-8","diff"
"1774","4288","ACRU","112","October",2014,"stem","4-8cm",3.5,"total",112.9,"autumn","4-8","diff"
"1775","4289","ACRU","120","October",2014,"stem","4-8cm",9.2,"total",121.2,"autumn","4-8","diff"
"1776","4290","ACRU","124","October",2014,"stem","4-8cm",10,"total",89.2,"autumn","4-8","diff"
"1783","4297","BEPA","106","June",2014,"stem","4-8cm",12.7,"total",63.7,"summer","4-8","diff"
"1784","4298","BEPA","110","June",2014,"stem","4-8cm",5.4,"total",178.3,"summer","4-8","diff"
"1785","4299","BEPA","113","June",2014,"stem","4-8cm",6.1,"total",93.1,"summer","4-8","diff"
"1786","4300","BEPA","106","October",2014,"stem","4-8cm",7.9,"total",63.7,"autumn","4-8","diff"
"1787","4301","BEPA","110","October",2014,"stem","4-8cm",5.5,"total",178.3,"autumn","4-8","diff"
"1788","4302","BEPA","113","October",2014,"stem","4-8cm",7.4,"total",93.1,"autumn","4-8","diff"
"1813","4327","ACRU","102","January",2014,"stem","4-8cm",25.9,"total",169.1,"winter","4-8","diff"
"1814","4328","ACRU","103","January",2014,"stem","4-8cm",15.2,"total",60.2,"winter","4-8","diff"
"1815","4329","ACRU","105","January",2014,"stem","4-8cm",17.5,"total",81.7,"winter","4-8","diff"
"1816","4330","ACRU","112","January",2014,"stem","4-8cm",15.6,"total",112.9,"winter","4-8","diff"
"1817","4331","ACRU","120","January",2014,"stem","4-8cm",14.3,"total",121.2,"winter","4-8","diff"
"1818","4332","ACRU","124","January",2014,"stem","4-8cm",18.2,"total",89.2,"winter","4-8","diff"
"1819","4333","BEPA","106","January",2014,"stem","4-8cm",18.9,"total",63.7,"winter","4-8","diff"
"1820","4334","BEPA","110","January",2014,"stem","4-8cm",16.1,"total",178.3,"winter","4-8","diff"
"1821","4335","BEPA","113","January",2014,"stem","4-8cm",14.3,"total",93.1,"winter","4-8","diff"
"1837","4351","ACRU","102","February",2014,"stem","4-8cm",32.4,"total",169.1,"winter","4-8","diff"
"1838","4352","ACRU","103","February",2014,"stem","4-8cm",9.8,"total",60.2,"winter","4-8","diff"
"1839","4353","ACRU","105","February",2014,"stem","4-8cm",18,"total",81.7,"winter","4-8","diff"
"1840","4354","ACRU","112","February",2014,"stem","4-8cm",8.2,"total",112.9,"winter","4-8","diff"
"1841","4355","ACRU","120","February",2014,"stem","4-8cm",15.9,"total",121.2,"winter","4-8","diff"
"1842","4356","ACRU","124","February",2014,"stem","4-8cm",20.8,"total",89.2,"winter","4-8","diff"
"1843","4357","BEPA","106","February",2014,"stem","4-8cm",16.4,"total",63.7,"winter","4-8","diff"
"1844","4358","BEPA","110","February",2014,"stem","4-8cm",18.6,"total",178.3,"winter","4-8","diff"
"1845","4359","BEPA","113","February",2014,"stem","4-8cm",21.3,"total",93.1,"winter","4-8","diff"
"1861","4375","ACRU","102","March",2014,"stem","4-8cm",41.3,"total",169.1,"spring","4-8","diff"
"1862","4376","ACRU","103","March",2014,"stem","4-8cm",40.8,"total",60.2,"spring","4-8","diff"
"1863","4377","ACRU","105","March",2014,"stem","4-8cm",25.5,"total",81.7,"spring","4-8","diff"
"1864","4378","ACRU","112","March",2014,"stem","4-8cm",24.9,"total",112.9,"spring","4-8","diff"
"1865","4379","ACRU","120","March",2014,"stem","4-8cm",11.2,"total",121.2,"spring","4-8","diff"
"1866","4380","ACRU","124","March",2014,"stem","4-8cm",23.5,"total",89.2,"spring","4-8","diff"
"1867","4381","BEPA","106","March",2014,"stem","4-8cm",18.8,"total",63.7,"spring","4-8","diff"
"1868","4382","BEPA","110","March",2014,"stem","4-8cm",16.7,"total",178.3,"spring","4-8","diff"
"1869","4383","BEPA","113","March",2014,"stem","4-8cm",28,"total",93.1,"spring","4-8","diff"
"1885","4399","ACRU","102","April",2014,"stem","4-8cm",35.6,"total",169.1,"spring","4-8","diff"
"1886","4400","ACRU","103","April",2014,"stem","4-8cm",22.1,"total",60.2,"spring","4-8","diff"
"1887","4401","ACRU","105","April",2014,"stem","4-8cm",21.8,"total",81.7,"spring","4-8","diff"
"1888","4402","ACRU","112","April",2014,"stem","4-8cm",9.8,"total",112.9,"spring","4-8","diff"
"1889","4403","ACRU","120","April",2014,"stem","4-8cm",16.3,"total",121.2,"spring","4-8","diff"
"1890","4404","ACRU","124","April",2014,"stem","4-8cm",25.2,"total",89.2,"spring","4-8","diff"
"1891","4405","BEPA","106","April",2014,"stem","4-8cm",10.4,"total",63.7,"spring","4-8","diff"
"1892","4406","BEPA","110","April",2014,"stem","4-8cm",12.9,"total",178.3,"spring","4-8","diff"
"1893","4407","BEPA","113","April",2014,"stem","4-8cm",9.5,"total",93.1,"spring","4-8","diff"
"1909","4423","ACRU","102","May",2014,"stem","4-8cm",25.9,"total",169.1,"spring","4-8","diff"
"1910","4424","ACRU","103","May",2014,"stem","4-8cm",10,"total",60.2,"spring","4-8","diff"
"1911","4425","ACRU","105","May",2014,"stem","4-8cm",10.4,"total",81.7,"spring","4-8","diff"
"1912","4426","ACRU","112","May",2014,"stem","4-8cm",8.5,"total",112.9,"spring","4-8","diff"
"1913","4427","ACRU","120","May",2014,"stem","4-8cm",9.5,"total",121.2,"spring","4-8","diff"
"1914","4428","ACRU","124","May",2014,"stem","4-8cm",16.8,"total",89.2,"spring","4-8","diff"
"1915","4429","BEPA","106","May",2014,"stem","4-8cm",5.7,"total",63.7,"spring","4-8","diff"
"1916","4430","BEPA","110","May",2014,"stem","4-8cm",10.5,"total",178.3,"spring","4-8","diff"
"1917","4431","BEPA","113","May",2014,"stem","4-8cm",10.9,"total",93.1,"spring","4-8","diff"
"1933","4447","ACRU","102","July",2014,"stem","4-8cm",13.4,"total",169.1,"summer","4-8","diff"
"1934","4448","ACRU","103","July",2014,"stem","4-8cm",7.6,"total",60.2,"summer","4-8","diff"
"1935","4449","ACRU","105","July",2014,"stem","4-8cm",9.8,"total",81.7,"summer","4-8","diff"
"1936","4450","ACRU","112","July",2014,"stem","4-8cm",4.7,"total",112.9,"summer","4-8","diff"
"1937","4451","ACRU","120","July",2014,"stem","4-8cm",7.6,"total",121.2,"summer","4-8","diff"
"1938","4452","ACRU","124","July",2014,"stem","4-8cm",10,"total",89.2,"summer","4-8","diff"
"1939","4453","BEPA","106","July",2014,"stem","4-8cm",6.5,"total",63.7,"summer","4-8","diff"
"1940","4454","BEPA","110","July",2014,"stem","4-8cm",6,"total",178.3,"summer","4-8","diff"
"1941","4455","BEPA","113","July",2014,"stem","4-8cm",5.1,"total",93.1,"summer","4-8","diff"
"1957","4471","ACRU","102","August",2014,"stem","4-8cm",12.5,"total",169.1,"summer","4-8","diff"
"1958","4472","ACRU","103","August",2014,"stem","4-8cm",7.7,"total",60.2,"summer","4-8","diff"
"1959","4473","ACRU","105","August",2014,"stem","4-8cm",6.5,"total",81.7,"summer","4-8","diff"
"1960","4474","ACRU","112","August",2014,"stem","4-8cm",4,"total",112.9,"summer","4-8","diff"
"1961","4475","ACRU","120","August",2014,"stem","4-8cm",6.9,"total",121.2,"summer","4-8","diff"
"1962","4476","ACRU","124","August",2014,"stem","4-8cm",8.5,"total",89.2,"summer","4-8","diff"
"1963","4477","BEPA","106","August",2014,"stem","4-8cm",6.1,"total",63.7,"summer","4-8","diff"
"1964","4478","BEPA","110","August",2014,"stem","4-8cm",5.6,"total",178.3,"summer","4-8","diff"
"1965","4479","BEPA","113","August",2014,"stem","4-8cm",7.2,"total",93.1,"summer","4-8","diff"
"1981","4495","ACRU","102","September",2014,"stem","4-8cm",12.2,"total",169.1,"autumn","4-8","diff"
"1982","4496","ACRU","103","September",2014,"stem","4-8cm",8.7,"total",60.2,"autumn","4-8","diff"
"1983","4497","ACRU","105","September",2014,"stem","4-8cm",16.3,"total",81.7,"autumn","4-8","diff"
"1984","4498","ACRU","112","September",2014,"stem","4-8cm",3.6,"total",112.9,"autumn","4-8","diff"
"1985","4499","ACRU","120","September",2014,"stem","4-8cm",7,"total",121.2,"autumn","4-8","diff"
"1986","4500","ACRU","124","September",2014,"stem","4-8cm",11.1,"total",89.2,"autumn","4-8","diff"
"1987","4501","BEPA","106","September",2014,"stem","4-8cm",4.7,"total",63.7,"autumn","4-8","diff"
"1988","4502","BEPA","110","September",2014,"stem","4-8cm",4.2,"total",178.3,"autumn","4-8","diff"
"1989","4503","BEPA","113","September",2014,"stem","4-8cm",5.2,"total",93.1,"autumn","4-8","diff"
"2005","4519","ACRU","102","November",2014,"stem","4-8cm",19.6,"total",169.1,"autumn","4-8","diff"
"2006","4520","ACRU","103","November",2014,"stem","4-8cm",6.5,"total",60.2,"autumn","4-8","diff"
"2007","4521","ACRU","105","November",2014,"stem","4-8cm",10.4,"total",81.7,"autumn","4-8","diff"
"2008","4522","ACRU","112","November",2014,"stem","4-8cm",2.9,"total",112.9,"autumn","4-8","diff"
"2009","4523","ACRU","120","November",2014,"stem","4-8cm",9.1,"total",121.2,"autumn","4-8","diff"
"2010","4524","ACRU","124","November",2014,"stem","4-8cm",13,"total",89.2,"autumn","4-8","diff"
"2011","4525","BEPA","106","November",2014,"stem","4-8cm",4.4,"total",63.7,"autumn","4-8","diff"
"2012","4526","BEPA","110","November",2014,"stem","4-8cm",3.7,"total",178.3,"autumn","4-8","diff"
"2013","4527","BEPA","113","November",2014,"stem","4-8cm",4.5,"total",93.1,"autumn","4-8","diff"
"2029","4543","ACRU","102","January",2014,"stem","8cm-pith",11.3,"total",151,"winter","8-pith","diff"
"2030","4544","ACRU","103","January",2014,"stem","8cm-pith",12.4,"total",14.7,"winter","8-pith","diff"
"2031","4545","ACRU","105","January",2014,"stem","8cm-pith",11.3,"total",30.9,"winter","8-pith","diff"
"2032","4546","ACRU","112","January",2014,"stem","8cm-pith",8.3,"total",64.3,"winter","8-pith","diff"
"2033","4547","ACRU","120","January",2014,"stem","8cm-pith",9.5,"total",74.9,"winter","8-pith","diff"
"2034","4548","ACRU","124","January",2014,"stem","8cm-pith",11.9,"total",37.9,"winter","8-pith","diff"
"2035","4549","BEPA","106","January",2014,"stem","8cm-pith",10.1,"total",16.9,"winter","8-pith","diff"
"2036","4550","BEPA","110","January",2014,"stem","8cm-pith",8.9,"total",168.2,"winter","8-pith","diff"
"2037","4551","BEPA","113","January",2014,"stem","8cm-pith",4.3,"total",41.8,"winter","8-pith","diff"
"2053","4567","ACRU","102","July",2014,"stem","8cm-pith",11.3,"total",151,"summer","8-pith","diff"
"2054","4568","ACRU","103","July",2014,"stem","8cm-pith",12.4,"total",14.7,"summer","8-pith","diff"
"2055","4569","ACRU","105","July",2014,"stem","8cm-pith",11.3,"total",30.9,"summer","8-pith","diff"
"2056","4570","ACRU","112","July",2014,"stem","8cm-pith",8.3,"total",64.3,"summer","8-pith","diff"
"2057","4571","ACRU","120","July",2014,"stem","8cm-pith",9.5,"total",74.9,"summer","8-pith","diff"
"2058","4572","ACRU","124","July",2014,"stem","8cm-pith",11.9,"total",37.9,"summer","8-pith","diff"
"2059","4573","BEPA","106","July",2014,"stem","8cm-pith",10.1,"total",16.9,"summer","8-pith","diff"
"2060","4574","BEPA","110","July",2014,"stem","8cm-pith",8.9,"total",168.2,"summer","8-pith","diff"
"2061","4575","BEPA","113","July",2014,"stem","8cm-pith",4.3,"total",41.8,"summer","8-pith","diff"
"2377","1125","ACRU","102","January",2014,"stem","1cm",30.5,"sugar",69.1,"winter","0-1","diff"
"2378","1126","ACRU","102","January",2014,"stem","2cm",27.5,"sugar",64,"winter","1-2","diff"
"2379","1127","ACRU","103","January",2014,"stem","1cm",28.6,"sugar",36.6,"winter","0-1","diff"
"2380","1128","ACRU","103","January",2014,"stem","2cm",51.3,"sugar",32.3,"winter","1-2","diff"
"2381","1129","ACRU","105","January",2014,"stem","1cm",39,"sugar",43.3,"winter","0-1","diff"
"2382","1130","ACRU","105","January",2014,"stem","2cm",27.9,"sugar",38.8,"winter","1-2","diff"
"2383","1131","ACRU","112","January",2014,"stem","1cm",30.5,"sugar",52.8,"winter","0-1","diff"
"2384","1132","ACRU","112","January",2014,"stem","2cm",27.7,"sugar",48,"winter","1-2","diff"
"2385","1133","ACRU","120","January",2014,"stem","1cm",23,"sugar",55.2,"winter","0-1","diff"
"2386","1134","ACRU","120","January",2014,"stem","2cm",25.1,"sugar",50.4,"winter","1-2","diff"
"2387","1135","ACRU","124","January",2014,"stem","1cm",26,"sugar",45.7,"winter","0-1","diff"
"2388","1136","ACRU","124","January",2014,"stem","2cm",19.5,"sugar",41.1,"winter","1-2","diff"
"2389","1137","BEPA","106","January",2014,"stem","1cm",11.8,"sugar",37.7,"winter","0-1","diff"
"2390","1138","BEPA","106","January",2014,"stem","2cm",12.1,"sugar",33.4,"winter","1-2","diff"
"2391","1139","BEPA","110","January",2014,"stem","1cm",12.6,"sugar",71.7,"winter","0-1","diff"
"2392","1140","BEPA","110","January",2014,"stem","2cm",15.6,"sugar",66.5,"winter","1-2","diff"
"2393","1141","BEPA","113","January",2014,"stem","1cm",16.7,"sugar",46.8,"winter","0-1","diff"
"2394","1142","BEPA","113","January",2014,"stem","2cm",17,"sugar",42.2,"winter","1-2","diff"
"2425","1173","ACRU","102","July",2014,"stem","1cm",11.6,"sugar",69.1,"summer","0-1","diff"
"2426","1174","ACRU","102","July",2014,"stem","2cm",12.2,"sugar",64,"summer","1-2","diff"
"2427","1175","ACRU","103","July",2014,"stem","1cm",18.1,"sugar",36.6,"summer","0-1","diff"
"2428","1176","ACRU","103","July",2014,"stem","2cm",9.2,"sugar",32.3,"summer","1-2","diff"
"2429","1177","ACRU","105","July",2014,"stem","1cm",14,"sugar",43.3,"summer","0-1","diff"
"2430","1178","ACRU","105","July",2014,"stem","2cm",7.5,"sugar",38.8,"summer","1-2","diff"
"2431","1179","ACRU","112","July",2014,"stem","1cm",14.9,"sugar",52.8,"summer","0-1","diff"
"2432","1180","ACRU","112","July",2014,"stem","2cm",12.4,"sugar",48,"summer","1-2","diff"
"2433","1181","ACRU","120","July",2014,"stem","1cm",10.8,"sugar",55.2,"summer","0-1","diff"
"2434","1182","ACRU","120","July",2014,"stem","2cm",10.8,"sugar",50.4,"summer","1-2","diff"
"2435","1183","ACRU","124","July",2014,"stem","1cm",20.5,"sugar",45.7,"summer","0-1","diff"
"2436","1184","ACRU","124","July",2014,"stem","2cm",10.1,"sugar",41.1,"summer","1-2","diff"
"2437","1185","BEPA","106","July",2014,"stem","1cm",20.2,"sugar",37.7,"summer","0-1","diff"
"2438","1186","BEPA","106","July",2014,"stem","2cm",7.5,"sugar",33.4,"summer","1-2","diff"
"2439","1187","BEPA","110","July",2014,"stem","1cm",9,"sugar",71.7,"summer","0-1","diff"
"2440","1188","BEPA","110","July",2014,"stem","2cm",18.2,"sugar",66.5,"summer","1-2","diff"
"2441","1189","BEPA","113","July",2014,"stem","1cm",9.2,"sugar",46.8,"summer","0-1","diff"
"2442","1190","BEPA","113","July",2014,"stem","2cm",9.1,"sugar",42.2,"summer","1-2","diff"
"2557","1358","ACRU","102","June",2014,"stem","3cm",6.1,"sugar",58.9,"summer","2-3","diff"
"2558","1359","ACRU","103","June",2014,"stem","3cm",7.2,"sugar",28.1,"summer","2-3","diff"
"2559","1360","ACRU","105","June",2014,"stem","3cm",9.7,"sugar",34.4,"summer","2-3","diff"
